Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
Hyundai i20 Active SX Petrol,Jaipur,2017,40250,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,5,9.74 Lakh,6.9
Volkswagen Polo 1.5 TDI Highline,Chennai,2017,25000,Diesel,Manual,First,20.14 kmpl,1498 CC,88 bhp,5,9.97 Lakh,6.9
Nissan Terrano XV D Pre,Kochi,2015,56066,Diesel,Manual,First,19.64 kmpl,1461 CC,108.5 bhp,5,16.65 Lakh,6.92
Tata Tiago 1.2 Revotron XZ,Coimbatore,2019,20712,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5,6.59 Lakh,6.94
Honda Jazz V CVT,Mumbai,2017,17978,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5,10.1 Lakh,6.95
Maruti Baleno Alpha,Chennai,2016,16000,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,8.8 Lakh,6.95
Tata Tiago AMT 1.2 Revotron XZA,Coimbatore,2019,15379,Petrol,Automatic,First,23.84 kmpl,1199 CC,83.83 bhp,5,7.17 Lakh,6.97
Volkswagen Vento 1.6 Highline,Coimbatore,2014,55431,Petrol,Manual,Second,16.09 kmpl,1598 CC,103.5 bhp,5,12.33 Lakh,6.98
Maruti S-Cross Alpha DDiS 200 SH,Kolkata,2016,45296,Diesel,Manual,First,25.1 kmpl,1248 CC,88.5 bhp,5,12.53 Lakh,6.99
Maruti Ertiga VDI,Pune,2016,130000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,11.27 Lakh,7
Volkswagen Vento 1.6 Comfortline,Mumbai,2017,15000,Petrol,Manual,Second,16.09 kmpl,1598 CC,103.5 bhp,5,11.48 Lakh,7.1
Toyota Corolla Altis 1.4 DG,Coimbatore,2013,63854,Diesel,Manual,First,21.43 kmpl,1364 CC,86.79 bhp,5,19.27 Lakh,7.12
Maruti Vitara Brezza LDi,Chennai,2016,45000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,9.12 Lakh,7.15
Hyundai Verna VTVT 1.6 AT SX Option,Mumbai,2015,40600,Petrol,Automatic,First,17.0 kmpl,1591 CC,121.3 bhp,5,15.14 Lakh,7.2
Mahindra Bolero ZLX,Jaipur,2016,65000,Diesel,Manual,First,15.96 kmpl,2523 CC,62.1 bhp,7,11.15 Lakh,7.21
Ford Freestyle Titanium Plus Petrol,Jaipur,2018,1001,Petrol,Manual,First,19.0 kmpl,1194 CC,94.68 bhp,5,8.44 Lakh,7.23
Volkswagen Ameo 1.2 MPI Highline,Coimbatore,2017,22389,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5,8.68 Lakh,7.23
Honda Jazz V CVT,Hyderabad,2015,33000,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5,10.17 Lakh,7.25
Volkswagen Polo GT TSI,Mumbai,2016,28000,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.5 bhp,5,11.26 Lakh,7.25
Mahindra XUV300 W8 Diesel,Chennai,2012,97000,Diesel,Manual,First,20.0 kmpl,1497 CC,115 bhp,5,12.79 Lakh,7.25
Skoda Superb Style 1.8 TSI AT,Delhi,2013,80000,Petrol,Automatic,Second,14.67 kmpl,1798 CC,177.46 bhp,5,32.54 Lakh,7.25
Toyota Etios Liva 1.2 VX Dual Tone,Coimbatore,2019,20877,Petrol,Manual,First,18.16 kmpl,1197 CC,78.9 bhp,5,7.59 Lakh,7.27
Volkswagen Ameo 1.2 MPI Highline,Coimbatore,2018,35569,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5,8.68 Lakh,7.27
Mahindra NuvoSport N6,Coimbatore,2018,37323,Diesel,Manual,Second,17.45 kmpl,1493 CC,100 bhp,7,10.52 Lakh,7.29
Maruti Baleno Delta CVT,Coimbatore,2018,34630,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,8.57 Lakh,7.29
Ford Aspire Titanium Diesel,Coimbatore,2017,30279,Diesel,Manual,First,26.1 kmpl,1498 CC,99 bhp,5,9.79 Lakh,7.29
Ford Freestyle Titanium Plus Petrol,Kolkata,2018,8896,Petrol,Manual,First,19.0 kmpl,1194 CC,94.68 bhp,5,8.24 Lakh,7.34
Maruti Ignis 1.2 AMT Alpha,Coimbatore,2019,3906,Petrol,Automatic,First,20.89 kmpl,1197 CC,81.80 bhp,5,7.96 Lakh,7.36
Maruti Baleno Zeta,Coimbatore,2018,33150,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,8.71 Lakh,7.39
Honda Jazz VX Diesel,Chennai,2016,14980,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5,10.81 Lakh,7.4
Volkswagen Polo GT TSI,Kochi,2015,26323,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.5 bhp,5,10.83 Lakh,7.4
Maruti Vitara Brezza VDi,Pune,2016,37208,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,9.93 Lakh,7.43
Mahindra Xylo H4,Chennai,2016,215000,Diesel,Manual,First,14.02 kmpl,2179 CC,118.3 bhp,7,11.67 Lakh,7.5
Hyundai Elantra 1.6 SX,Pune,2013,170000,Diesel,Manual,First,22.54 kmpl,1582 CC,126.2 bhp,5,20.87 Lakh,7.5
Maruti Baleno Alpha,Kochi,2017,24773,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,8.78 Lakh,7.5
Maruti Baleno Alpha,Mumbai,2017,6000,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,8.78 Lakh,7.5
Maruti Vitara Brezza VDi,Mumbai,2016,55000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,9.96 Lakh,7.5
Hyundai Elite i20 Asta Option,Coimbatore,2017,59450,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5,9.78 Lakh,7.53
Hyundai Grand i10 1.2 Kappa Sportz AT,Coimbatore,2018,20667,Petrol,Automatic,First,18.9 kmpl,1197 CC,81.86 bhp,5,8.63 Lakh,7.55
Maruti Ertiga VDI,Coimbatore,2014,53817,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,11.44 Lakh,7.56
Mahindra NuvoSport N8,Coimbatore,2017,37712,Diesel,Manual,First,17.45 kmpl,1493 CC,100 bhp,7,11.77 Lakh,7.57
Maruti Ertiga VDI,Pune,2016,54161,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,11.27 Lakh,7.64
Volkswagen Vento 1.6 Comfortline,Kochi,2018,20488,Petrol,Manual,Second,16.09 kmpl,1598 CC,103.5 bhp,5,11.48 Lakh,7.64
Maruti Ertiga VDI,Delhi,2017,65000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,11.16 Lakh,7.65
Ford EcoSport 1.5 Diesel Trend,Kochi,2017,63423,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5,10.42 Lakh,7.69
Mahindra Bolero ZLX,Coimbatore,2016,82756,Diesel,Manual,First,15.96 kmpl,2523 CC,62.1 bhp,7,11.28 Lakh,7.7
Volkswagen Vento 1.6 Highline,Jaipur,2016,33000,Petrol,Manual,First,16.09 kmpl,1598 CC,103.5 bhp,5,11.63 Lakh,7.7
Ford EcoSport 1.5 Diesel Titanium Plus,Chennai,2016,29200,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5,13.23 Lakh,7.7
Honda City i-VTEC CVT VX,Jaipur,2017,35000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,14.67 Lakh,7.7
Maruti Ertiga VDI,Ahmedabad,2017,63939,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,10.41 Lakh,7.75
Volkswagen Polo GT TSI,Mumbai,2017,25000,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.5 bhp,5,11.26 Lakh,7.75
Hyundai Verna VTVT 1.6 SX,Bangalore,2014,46676,Petrol,Manual,First,17.0 kmpl,1591 CC,121.3 bhp,5,12.27 Lakh,7.75
Maruti Swift ZXI Plus,Ahmedabad,2018,2000,Petrol,Manual,First,22.0 kmpl,1197 CC,81.80 bhp,5,8.16 Lakh,7.75
Honda Amaze V CVT Petrol,Pune,2018,1700,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.76 bhp,5,9.44 Lakh,7.8
Toyota Etios 1.4 VXD,Pune,2018,3000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,5,10.63 Lakh,7.9
Honda Jazz VX,Chennai,2017,8000,Petrol,Manual,First,18.2 kmpl,1199 CC,88.7 bhp,5,9.1 Lakh,7.9
Volkswagen Ameo 1.5 TDI Highline,Kochi,2018,31426,Diesel,Manual,First,21.66 kmpl,1498 CC,108.62 bhp,5,9.72 Lakh,7.9
Maruti S-Cross Zeta DDiS 200 SH,Coimbatore,2016,74611,Diesel,Manual,First,25.1 kmpl,1248 CC,88.5 bhp,5,13.26 Lakh,7.94
Hyundai Verna VTVT 1.6 SX Option,Kochi,2016,52378,Petrol,Manual,First,17.0 kmpl,1591 CC,121.3 bhp,5,13.6 Lakh,7.97
Maruti Vitara Brezza ZDi,Delhi,2016,35299,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,10.14 Lakh,8
Maruti Ertiga VXI AT Petrol,Mumbai,2017,28000,Petrol,Automatic,First,18.69 kmpl,1462 CC,103 bhp,7,10.65 Lakh,8
Maruti Vitara Brezza ZDi Plus,Ahmedabad,2017,80000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,10.91 Lakh,8
Honda City i-DTEC SV,Hyderabad,2015,82000,Diesel,Manual,First,25.6 kmpl,1498 CC,98.6 bhp,5,13.33 Lakh,8
Honda BRV i-VTEC V MT,Pune,2016,9200,Petrol,Manual,First,15.4 kmpl,1497 CC,117.3 bhp,7,13.58 Lakh,8
Hyundai Creta 1.6 SX,Chennai,2016,69434,Petrol,Manual,First,15.8 kmpl,1591 CC,121.3 bhp,5,14.84 Lakh,8
Honda BR-V i-VTEC S MT,Bangalore,2016,34004,Petrol,Manual,First,15.4 kmpl,1497 CC,117.3 bhp,7,12.9 Lakh,8.02
Ford EcoSport 1.5 Diesel Titanium Plus,Kochi,2017,78526,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5,12.67 Lakh,8.09
Skoda Rapid 1.6 MPI AT Ambition,Mumbai,2017,32000,Petrol,Automatic,First,14.84 kmpl,1598 CC,103.52 bhp,5,13.7 Lakh,8.11
Volkswagen Polo 1.5 TDI Highline,Coimbatore,2018,33558,Diesel,Manual,First,20.14 kmpl,1498 CC,88 bhp,5,10.32 Lakh,8.12
Mahindra Bolero ZLX,Coimbatore,2017,68557,Diesel,Manual,First,15.96 kmpl,2523 CC,62.1 bhp,7,11.28 Lakh,8.14
Maruti Baleno RS Petrol,Kochi,2018,43639,Petrol,Manual,First,21.1 kmpl,998 CC,100 bhp,5,9.83 Lakh,8.15
Maruti Dzire ZDI Plus,Jaipur,2017,24000,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5,10.48 Lakh,8.2
Maruti Ertiga VDI,Chennai,2016,86000,Diesel,Manual,Second,25.47 kmpl,1248 CC,88.50 bhp,7,10.99 Lakh,8.2
Maruti Ciaz Zeta,Mumbai,2017,5500,Petrol,Manual,First,21.56 kmpl,1462 CC,103.25 bhp,5,11.11 Lakh,8.2
Honda WR-V Edge Edition i-VTEC S,Kochi,2019,13913,Petrol,Manual,First,17.5 kmpl,1199 CC,88.7 bhp,5,9.36 Lakh,8.2
Honda WRV i-VTEC VX,Ahmedabad,2017,32248,Petrol,Manual,First,17.5 kmpl,1199 CC,88.7 bhp,5,10.32 Lakh,8.25
Honda Jazz Exclusive CVT,Mumbai,2018,3000,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5,10.81 Lakh,8.25
Volkswagen Polo GT TSI,Mumbai,2017,27853,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.5 bhp,5,11.26 Lakh,8.25
Maruti Ciaz Alpha,Mumbai,2017,19416,Petrol,Manual,First,21.56 kmpl,1462 CC,103.25 bhp,5,11.56 Lakh,8.25
Maruti Vitara Brezza ZDi Plus Dual Tone,Delhi,2016,22000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11.75 Lakh,8.25
Renault Duster 110PS Diesel RxZ,Bangalore,2014,70000,Diesel,Manual,First,19.6 kmpl,1461 CC,108.45 bhp,5,15.01 Lakh,8.25
Volkswagen Polo GT TSI,Coimbatore,2017,50534,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.5 bhp,5,11.66 Lakh,8.27
Maruti Dzire AMT ZXI Plus,Coimbatore,2019,8018,Petrol,Automatic,First,22.0 kmpl,1197 CC,81.80 bhp,5,10.26 Lakh,8.3
Maruti Dzire AMT VDI,Coimbatore,2018,25082,Diesel,Automatic,First,28.4 kmpl,1248 CC,73.75 bhp,5,9.62 Lakh,8.37
Maruti Vitara Brezza LDi,Kochi,2018,32539,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,8.63 Lakh,8.39
Maruti Baleno Alpha Diesel,Hyderabad,2017,24000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5,10.63 Lakh,8.4
Honda Jazz VX Diesel,Hyderabad,2017,17151,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5,11.05 Lakh,8.4
Ford Aspire Titanium Plus Diesel,Kolkata,2015,2800,Diesel,Manual,First,26.1 kmpl,1498 CC,99 bhp,5,9.4 Lakh,8.41
Ford EcoSport 1.5 Diesel Titanium,Delhi,2017,39000,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5,11.47 Lakh,8.45
Volkswagen Vento 1.5 TDI Highline,Hyderabad,2016,34000,Diesel,Manual,First,20.64 kmpl,1498 CC,108.5 bhp,5,14.2 Lakh,8.45
Honda Jazz VX,Kochi,2018,20024,Petrol,Manual,First,18.2 kmpl,1199 CC,88.7 bhp,5,9.1 Lakh,8.46
Maruti Ertiga VDI,Kochi,2018,51236,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,10.83 Lakh,8.49
Maruti Dzire AMT ZXI Plus,Hyderabad,2017,13000,Petrol,Automatic,First,22.0 kmpl,1197 CC,81.80 bhp,5,10.34 Lakh,8.5
Honda Amaze VX Diesel,Hyderabad,2018,12000,Diesel,Manual,First,27.4 kmpl,1498 CC,98.6 bhp,5,10.34 Lakh,8.5
Honda BR-V i-VTEC S MT,Pune,2017,9000,Petrol,Manual,First,15.4 kmpl,1497 CC,117.3 bhp,7,12.51 Lakh,8.5
Honda City i-VTEC V,Mumbai,2017,11000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,12.57 Lakh,8.5
Maruti Ertiga ZDI,Mumbai,2016,33000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,12.74 Lakh,8.5
Maruti Dzire AMT ZDI Plus,Kochi,2018,64035,Diesel,Automatic,First,28.4 kmpl,1248 CC,73.75 bhp,5,10.7 Lakh,8.55
Hyundai i20 Active SX Dual Tone Petrol,Pune,2019,1000,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,5,10.25 Lakh,8.6
Maruti Baleno RS Petrol,Coimbatore,2018,26731,Petrol,Manual,First,21.1 kmpl,998 CC,100 bhp,5,10.89 Lakh,8.61
Maruti Vitara Brezza LDi,Kochi,2017,35384,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,9.12 Lakh,8.61
Maruti Vitara Brezza ZDi Plus,Kochi,2018,50075,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11.12 Lakh,8.63
Honda City i-VTEC CVT VX,Mumbai,2015,30000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,15.29 Lakh,8.65
Maruti Baleno Alpha Diesel,Mumbai,2018,2000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5,10.28 Lakh,8.7
Hyundai Verna VTVT 1.6 SX,Kolkata,2018,5000,Petrol,Manual,First,17.0 kmpl,1591 CC,121.3 bhp,5,11.19 Lakh,8.7
Maruti Vitara Brezza ZDi,Kolkata,2018,2900,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,10.13 Lakh,8.75
Ford EcoSport 1.5 Petrol Titanium,Hyderabad,2017,21800,Petrol,Manual,First,17.0 kmpl,1497 CC,121.36 bhp,5,11.27 Lakh,8.75
Hyundai Elite i20 Asta Option,Coimbatore,2019,21134,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5,9.78 Lakh,8.78
Maruti Baleno Alpha CVT,Mumbai,2018,3000,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,10.3 Lakh,8.85
Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,47300,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11.96 Lakh,8.85
Hyundai Elantra 2.0 SX Option AT,Bangalore,2014,46374,Petrol,Automatic,First,14.62 kmpl,1999 CC,149.92 bhp,5,23.64 Lakh,8.85
Honda Amaze V CVT Petrol,Kochi,2019,25717,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.76 bhp,5,9.47 Lakh,8.86
Maruti Vitara Brezza ZDi,Pune,2016,21558,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,10.65 Lakh,8.9
Honda WRV i-VTEC VX,Hyderabad,2017,15000,Petrol,Manual,First,17.5 kmpl,1199 CC,88.7 bhp,5,10.83 Lakh,8.9
Maruti Dzire AMT ZDI Plus,Chennai,2017,19000,Diesel,Automatic,First,28.4 kmpl,1248 CC,73.75 bhp,5,10.97 Lakh,8.9
Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,85000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11.96 Lakh,8.9
Renault Duster 110PS Diesel RxZ AMT,Jaipur,2016,68163,Diesel,Automatic,First,19.6 kmpl,1461 CC,108.45 bhp,5,14.11 Lakh,8.9
Hyundai Elantra 1.6 SX Option AT,Ahmedabad,2014,49000,Diesel,Automatic,First,18.23 kmpl,1582 CC,126.2 bhp,5,22.43 Lakh,8.9
Maruti S-Cross Delta DDiS 200 SH,Delhi,2018,12923,Diesel,Manual,First,25.1 kmpl,1248 CC,88.5 bhp,5,11.26 Lakh,8.92
Honda City i-VTEC CVT VX,Mumbai,2015,19000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,15.29 Lakh,8.95
Volkswagen Vento 1.5 TDI Highline AT,Mumbai,2016,25500,Diesel,Automatic,First,21.5 kmpl,1498 CC,108.5 bhp,5,15.86 Lakh,8.95
Ford EcoSport 1.5 Diesel Titanium,Mumbai,2017,26000,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5,11.89 Lakh,8.99
Ford EcoSport 1.5 Diesel Titanium,Mumbai,2017,30000,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5,11.89 Lakh,8.99
Maruti Dzire AMT ZDI Plus,Pune,2017,41747,Diesel,Automatic,First,28.4 kmpl,1248 CC,73.75 bhp,5,11.26 Lakh,9
Maruti Vitara Brezza ZDi Plus,Jaipur,2017,48324,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11.47 Lakh,9
Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,2016,20000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11.98 Lakh,9
Maruti Vitara Brezza ZDi,Coimbatore,2017,58829,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,9.89 Lakh,9.05
Maruti Vitara Brezza ZDi Plus,Kochi,2017,38426,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11.12 Lakh,9.13
Maruti Dzire AMT ZDI Plus,Hyderabad,2017,28226,Diesel,Automatic,First,28.4 kmpl,1248 CC,73.75 bhp,5,11.52 Lakh,9.15
Maruti Ciaz Zeta,Kochi,2018,10575,Petrol,Manual,First,21.56 kmpl,1462 CC,103.25 bhp,5,11.11 Lakh,9.18
Maruti Ciaz Alpha,Kochi,2018,38394,Petrol,Manual,First,21.56 kmpl,1462 CC,103.25 bhp,5,11.37 Lakh,9.18
Ford EcoSport 1.5 Petrol Titanium,Pune,2018,17000,Petrol,Manual,First,17.0 kmpl,1497 CC,121.36 bhp,5,11.06 Lakh,9.2
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Kolkata,2018,4900,Diesel,Manual,First,21.5 kmpl,1497 CC,108.5 bhp,5,11.47 Lakh,9.22
Maruti Vitara Brezza ZDi Plus Dual Tone,Ahmedabad,2017,33000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11.06 Lakh,9.25
Ford EcoSport 1.5 Diesel Titanium,Coimbatore,2018,32189,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5,11.2 Lakh,9.25
Mahindra Thar CRDe,Jaipur,2016,19000,Diesel,Manual,First,16.55 kmpl,2498 CC,105 bhp,6,11.39 Lakh,9.25
Maruti Ertiga VDI,Mumbai,2018,14000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,11.66 Lakh,9.25
Honda BRV i-VTEC V CVT,Mumbai,2017,18000,Petrol,Automatic,First,16.0 kmpl,1497 CC,117.3 bhp,7,15.02 Lakh,9.25
BMW 3 Series 320d,Mumbai,2010,67000,Diesel,Automatic,Second,22.69 kmpl,1995 CC,190 bhp,5,47.87 Lakh,9.25
Honda WRV i-VTEC VX,Kochi,2018,15135,Petrol,Manual,First,17.5 kmpl,1199 CC,88.7 bhp,5,10.57 Lakh,9.29
Maruti Vitara Brezza ZDi,Hyderabad,2016,41372,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11.02 Lakh,9.3
Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,45362,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11.75 Lakh,9.38
Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,21248,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11.75 Lakh,9.44
Volkswagen Vento 1.5 TDI Highline AT,Mumbai,2016,25000,Diesel,Automatic,First,21.5 kmpl,1498 CC,108.5 bhp,5,15.86 Lakh,9.45
Honda BRV i-VTEC V CVT,Kochi,2017,35676,Petrol,Automatic,First,16.0 kmpl,1497 CC,117.3 bhp,7,14.65 Lakh,9.48
Maruti Vitara Brezza ZDi Plus,Hyderabad,2017,39000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,12 Lakh,9.49
Honda BRV i-VTEC V CVT,Mumbai,2017,17000,Petrol,Automatic,First,16.0 kmpl,1497 CC,117.3 bhp,7,15.02 Lakh,9.5
Honda BRV i-VTEC V CVT,Mumbai,2017,16503,Petrol,Automatic,First,16.0 kmpl,1497 CC,117.3 bhp,7,15.02 Lakh,9.5
Maruti Baleno Alpha CVT,Kochi,2019,13574,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,10.3 Lakh,9.51
Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,35981,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11.29 Lakh,9.51
Volkswagen Vento 1.5 TDI Highline AT,Kochi,2017,33550,Diesel,Automatic,First,21.5 kmpl,1498 CC,108.5 bhp,5,15.86 Lakh,9.6
Tata Nexon 1.2 Revotron XZ Plus,Coimbatore,2018,17477,Petrol,Manual,First,17.0 kmpl,1198 CC,108.5 bhp,5,11.13 Lakh,9.62
Mahindra Thar CRDe,Coimbatore,2017,28599,Diesel,Manual,First,16.55 kmpl,2498 CC,105 bhp,6,11.71 Lakh,9.66
Skoda Rapid 1.6 MPI Ambition,Coimbatore,2019,21214,Petrol,Manual,First,15.41 kmpl,1598 CC,103.52 bhp,5,12.44 Lakh,9.66
Hyundai Elantra 2.0 SX Option AT,Coimbatore,2015,58239,Petrol,Automatic,First,14.62 kmpl,1999 CC,149.92 bhp,5,23.64 Lakh,9.69
Hyundai Creta 1.6 SX,Delhi,2016,69000,Petrol,Manual,First,15.8 kmpl,1591 CC,121.3 bhp,5,14.23 Lakh,9.7
Maruti Vitara Brezza ZDi,Bangalore,2017,45000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11 Lakh,9.75
Maruti Vitara Brezza ZDi,Coimbatore,2017,21789,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11 Lakh,9.88
Honda WRV i-VTEC VX,Kochi,2018,37430,Petrol,Manual,First,17.5 kmpl,1199 CC,88.7 bhp,5,10.57 Lakh,9.9
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Mumbai,2018,14000,Diesel,Manual,First,21.5 kmpl,1497 CC,108.5 bhp,5,12.22 Lakh,9.9
Maruti Ertiga ZDI Plus,Hyderabad,2016,42000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,13.33 Lakh,9.9
BMW 3 Series 320d,Coimbatore,2009,103905,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,43.31 Lakh,9.92
Maruti Ciaz Zeta,Kochi,2018,25692,Petrol,Manual,First,21.56 kmpl,1462 CC,103.25 bhp,5,10.65 Lakh,9.95
Ford EcoSport 1.5 Petrol Titanium Plus AT,Pune,2017,14000,Petrol,Automatic,First,14.8 kmpl,1497 CC,121.36 bhp,5,13.23 Lakh,9.99
Honda City i-VTEC VX,Ahmedabad,2017,29000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,12.68 Lakh,10
