Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,25.4 Lakh,20.25
Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2016,86642,Diesel,Automatic,First,15.17 kmpl,1968 CC,181 bhp,5,43.65 Lakh,20.37
Toyota Innova Crysta 2.4 VX MT,Hyderabad,2017,24393,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,22.87 Lakh,20.4
Toyota Innova Crysta 2.8 ZX AT,Bangalore,2016,108000,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7,28.05 Lakh,20.5
Toyota Innova Crysta 2.8 ZX AT,Bangalore,2017,53841,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7,28.05 Lakh,20.5
Skoda Superb Style 1.8 TSI AT,Mumbai,2016,14500,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5,33.36 Lakh,20.75
BMW 3 Series 320d Luxury Line,Mumbai,2015,56087,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,54.43 Lakh,20.75
BMW 3 Series 320d Luxury Line,Mumbai,2014,18600,Diesel,Automatic,Second,22.69 kmpl,1995 CC,190 bhp,5,54.43 Lakh,21
Mercedes-Benz E-Class E 220 d,Hyderabad,2013,85000,Diesel,Automatic,First,16.1 kmpl,1950 CC,194 bhp,5,71.15 Lakh,21
BMW 5 Series 520d Luxury Line,Delhi,2013,65000,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5,67.87 Lakh,21.26
BMW 3 Series 320d Luxury Line,Kochi,2016,62404,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,54.43 Lakh,21.33
Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2019,31271,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,8,24.01 Lakh,21.42
Mini Cooper 3 DOOR S,Mumbai,2013,21000,Petrol,Automatic,First,17.44 kmpl,1998 CC,189.08 bhp,4,39.57 Lakh,21.5
Volvo S60 D4 Momentum,Hyderabad,2014,51000,Diesel,Automatic,First,27.03 kmpl,1969 CC,190 bhp,5,45.67 Lakh,21.5
Audi A4 35 TDI Premium Plus,Kochi,2015,13506,Diesel,Automatic,First,18.25 kmpl,1968 CC,187.74 bhp,5,50.4 Lakh,21.66
Jeep Compass 2.0 Limited 4X4,Coimbatore,2018,48188,Diesel,Manual,First,16.3 kmpl,1956 CC,170 bhp,5,26.95 Lakh,21.69
Audi A4 30 TFSI Premium Plus,Kochi,2017,61221,Petrol,Automatic,First,17.84 kmpl,1395 CC,147.51 bhp,5,47.16 Lakh,21.73
BMW 5 Series 520d Luxury Line,Ahmedabad,2013,55000,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5,63.71 Lakh,21.75
Mini Cooper 5 DOOR D,Ahmedabad,2014,34000,Diesel,Automatic,First,20.7 kmpl,1496 CC,113.98 bhp,5,42.12 Lakh,22
Mini Cooper Convertible S,Chennai,2012,17000,Petrol,Automatic,Second,16.82 kmpl,1998 CC,189.08 bhp,4,44.28 Lakh,22
Toyota Innova Crysta 2.4 VX MT,Coimbatore,2019,33598,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,23.94 Lakh,22.2
BMW X1 sDrive 20d xLine,Coimbatore,2015,42265,Diesel,Automatic,Second,20.68 kmpl,1995 CC,190 bhp,5,48.18 Lakh,22.24
BMW 5 Series 520d Luxury Line,Coimbatore,2014,60280,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5,63.71 Lakh,22.45
Toyota Fortuner 2.8 2WD AT,Ahmedabad,2016,88008,Diesel,Automatic,Second,12.9 kmpl,2755 CC,174.5 bhp,7,34.45 Lakh,22.5
Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2019,11241,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,8,24.01 Lakh,22.55
Toyota Innova Crysta 2.8 ZX AT,Hyderabad,2017,35358,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7,26.56 Lakh,22.99
Skoda Superb Style 2.0 TDI AT,Mumbai,2017,42000,Diesel,Automatic,First,18.19 kmpl,1968 CC,174.5 bhp,5,36.94 Lakh,22.99
Toyota Fortuner 2.8 4WD MT,Bangalore,2015,150386,Diesel,Manual,First,14.24 kmpl,2755 CC,174.5 bhp,7,39.6 Lakh,23
Mini Cooper 3 DOOR D,Mumbai,2016,20000,Diesel,Automatic,First,20.7 kmpl,1496 CC,113.98 bhp,4,35 Lakh,23.5
Mercedes-Benz GLA Class 200 d Sport,Pune,2017,35000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,41.94 Lakh,23.5
Mini Cooper 5 DOOR D,Hyderabad,2014,60000,Diesel,Automatic,Second,20.7 kmpl,1496 CC,113.98 bhp,5,42.48 Lakh,23.5
Mini Cooper 3 DOOR D,Kochi,2016,32298,Diesel,Automatic,First,20.7 kmpl,1496 CC,113.98 bhp,4,35 Lakh,23.8
Jeep Compass 2.0 Limited 4X4,Coimbatore,2019,6261,Diesel,Manual,First,16.3 kmpl,1956 CC,170 bhp,5,26.95 Lakh,23.91
Volvo V40 D3 R Design,Hyderabad,2015,38000,Diesel,Automatic,Second,16.8 kmpl,1969 CC,150 bhp,5,37.9 Lakh,24
Audi A6 35 TDI Matrix,Delhi,2014,56000,Diesel,Automatic,First,18.53 kmpl,1968 CC,187.74 bhp,5,59.38 Lakh,24
Audi A4 35 TDI Premium Plus,Coimbatore,2014,28469,Diesel,Automatic,First,18.25 kmpl,1968 CC,187.74 bhp,5,53.14 Lakh,24.37
Mercedes-Benz GLA Class 200 d Style,Kochi,2016,26212,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,38.72 Lakh,24.46
Mercedes-Benz CLA 200 CGI Sport,Delhi,2016,40000,Petrol,Automatic,First,15.04 kmpl,1991 CC,183 bhp,5,41.02 Lakh,24.5
Audi A6 35 TFSI Matrix,Mumbai,2016,47000,Petrol,Automatic,First,15.26 kmpl,1798 CC,187.74 bhp,5,60.59 Lakh,24.5
BMW 5 Series 520d Luxury Line,Coimbatore,2012,44450,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5,71.82 Lakh,24.68
Mini Cooper 3 DOOR D,Kochi,2015,27641,Diesel,Automatic,Second,20.7 kmpl,1496 CC,113.98 bhp,4,34.89 Lakh,24.77
Toyota Innova Crysta 2.8 ZX AT,Coimbatore,2019,40674,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7,28.05 Lakh,24.82
Volkswagen Tiguan 2.0 TDI Highline,Jaipur,2017,50510,Diesel,Automatic,First,17.06 kmpl,1968 CC,141 bhp,5,36.45 Lakh,24.9
Volvo S60 D4 Momentum,Hyderabad,2015,51000,Diesel,Automatic,First,27.03 kmpl,1969 CC,190 bhp,5,45.67 Lakh,25
Audi A4 35 TDI Technology,Hyderabad,2015,45000,Diesel,Automatic,First,18.25 kmpl,1968 CC,187.74 bhp,5,55.61 Lakh,25
Audi A6 35 TDI Matrix,Hyderabad,2014,62000,Diesel,Automatic,First,18.53 kmpl,1968 CC,187.74 bhp,5,67.1 Lakh,25
BMW 3 Series Luxury Line,Mumbai,2015,41000,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5,60.88 Lakh,25.5
Skoda Superb L&K 2.0 TDI AT,Mumbai,2017,35000,Diesel,Automatic,First,18.19 kmpl,1968 CC,174.5 bhp,5,40.73 Lakh,25.75
Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,29836,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,43.07 Lakh,25.75
BMW 3 Series Luxury Line,Kochi,2015,30717,Diesel,Automatic,Second,21.76 kmpl,1995 CC,190 bhp,5,58.67 Lakh,25.99
Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,26000,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5,33.58 Lakh,26
Toyota Camry Hybrid 2.5,Coimbatore,2017,23249,Petrol,Automatic,First,19.16 kmpl,2487 CC,175.67 bhp,5,40.62 Lakh,26.11
BMW 7 Series 730Ld Design Pure Excellence CBU,Kolkata,2012,41100,Diesel,Automatic,First,16.77 kmpl,2993 CC,261.49 bhp,5,1.66 Cr,26.5
BMW 3 Series Luxury Line,Mumbai,2014,48000,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5,60.88 Lakh,26.5
Mercedes-Benz GLA Class 200 Sport,Kochi,2018,17773,Petrol,Automatic,First,13.7 kmpl,1991 CC,183 bhp,5,39.22 Lakh,26.76
Mercedes-Benz CLA 200 CDI Sport,Jaipur,2017,39000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,42.4 Lakh,27
Audi Q3 30 TDI Premium FWD,Mumbai,2017,31000,Diesel,Automatic,First,18.51 kmpl,1968 CC,147.51 bhp,5,44.75 Lakh,27
BMW 3 Series Luxury Line,Pune,2016,70000,Diesel,Automatic,Second,21.76 kmpl,1995 CC,190 bhp,5,62.11 Lakh,27
Skoda Superb L&K 1.8 TSI AT,Kochi,2019,13747,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5,36.15 Lakh,27.3
Ford Endeavour Titanium 4X2,Coimbatore,2019,14648,Diesel,Manual,First,12.62 kmpl,2198 CC,158 bhp,7,35.29 Lakh,27.36
Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2015,51000,Diesel,Automatic,First,15.17 kmpl,1968 CC,181 bhp,5,48.64 Lakh,27.5
Mercedes-Benz CLA 200 CDI Sport,Coimbatore,2017,20969,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,45.36 Lakh,27.87
Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,Hyderabad,2018,12000,Diesel,Automatic,First,13.5 kmpl,2477 CC,175.56 bhp,7,33.91 Lakh,28
Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2016,58661,Diesel,Automatic,First,15.17 kmpl,1968 CC,181 bhp,5,48.64 Lakh,28.03
Mini Cooper Convertible S,Mumbai,2014,11900,Petrol,Automatic,First,16.82 kmpl,1998 CC,189.08 bhp,4,44.28 Lakh,28.5
BMW X1 sDrive 20d xLine,Bangalore,2016,28143,Diesel,Automatic,First,20.68 kmpl,1995 CC,190 bhp,5,48.18 Lakh,28.5
Toyota Fortuner 2.8 2WD MT,Coimbatore,2017,72668,Diesel,Manual,First,14.24 kmpl,2755 CC,174.5 bhp,7,37.17 Lakh,28.85
Mercedes-Benz GLA Class 200 d Sport,Mumbai,2018,10000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,41.94 Lakh,28.9
Mini Cooper 3 DOOR S,Kochi,2016,21110,Petrol,Automatic,First,17.44 kmpl,1998 CC,189.08 bhp,4,39.27 Lakh,28.95
BMW X1 xDrive 20d M Sport,Kolkata,2017,27001,Diesel,Automatic,First,20.68 kmpl,1995 CC,190 bhp,5,50.26 Lakh,29
BMW X1 sDrive 20d xLine,Coimbatore,2017,31645,Diesel,Automatic,First,20.68 kmpl,1995 CC,190 bhp,5,48.18 Lakh,29.4
Mini Cooper 5 DOOR D,Mumbai,2016,11000,Diesel,Automatic,First,20.7 kmpl,1496 CC,113.98 bhp,5,42.12 Lakh,29.5
BMW X1 M Sport sDrive 20d,Mumbai,2016,31000,Diesel,Automatic,First,17.05 kmpl,1995 CC,190 bhp,5,50.97 Lakh,29.5
BMW 3 Series 320d Luxury Line,Hyderabad,2015,47000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,53.68 Lakh,29.5
BMW 3 Series Luxury Line,Mumbai,2016,31000,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5,60.88 Lakh,29.95
BMW 3 Series Sport,Mumbai,2016,19000,Diesel,Automatic,Second,21.76 kmpl,1995 CC,190 bhp,5,57.3 Lakh,29.99
Mercedes-Benz S-Class S 350 d,Bangalore,2011,47140,Diesel,Automatic,Second,13.5 kmpl,2925 CC,281.61 bhp,5,1.71 Cr,30
Toyota Fortuner 2.8 2WD AT,Ahmedabad,2017,15000,Diesel,Automatic,First,12.9 kmpl,2755 CC,174.5 bhp,7,34.45 Lakh,30
Toyota Fortuner 2.8 2WD AT,Delhi,2017,40000,Diesel,Automatic,First,12.9 kmpl,2755 CC,174.5 bhp,7,37.38 Lakh,30
BMW X1 M Sport sDrive 20d,Kochi,2017,32838,Diesel,Automatic,First,17.05 kmpl,1995 CC,190 bhp,5,50.97 Lakh,30.29
BMW 5 Series 520d Luxury Line,Coimbatore,2016,75637,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5,71.82 Lakh,30.37
Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,13414,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,43.07 Lakh,30.77
Toyota Fortuner 2.8 2WD AT,Coimbatore,2019,28069,Diesel,Automatic,First,12.9 kmpl,2755 CC,174.5 bhp,7,34.45 Lakh,30.85
Toyota Fortuner 2.8 2WD AT,Pune,2017,29000,Diesel,Automatic,First,12.9 kmpl,2755 CC,174.5 bhp,7,38.11 Lakh,31
Mini Cooper 5 DOOR D,Kochi,2019,14857,Diesel,Automatic,First,20.7 kmpl,1496 CC,113.98 bhp,5,41.98 Lakh,31.55
BMW X3 xDrive 20d xLine,Kochi,2017,36723,Diesel,Automatic,First,18.56 kmpl,1995 CC,190 bhp,5,64.76 Lakh,32.57
Audi Q3 30 TDI Premium FWD,Coimbatore,2018,22060,Diesel,Automatic,First,18.51 kmpl,1968 CC,147.51 bhp,5,44.8 Lakh,32.73
Toyota Fortuner 2.8 2WD AT,Kochi,2019,21719,Diesel,Automatic,First,12.9 kmpl,2755 CC,174.5 bhp,7,37.38 Lakh,33.13
BMW 5 Series 520d Luxury Line,Hyderabad,2014,51000,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5,69.47 Lakh,33.5
Mini Cooper 5 DOOR D,Hyderabad,2017,2000,Diesel,Automatic,First,20.7 kmpl,1496 CC,113.98 bhp,5,42.48 Lakh,34
Jaguar XE Portfolio,Mumbai,2017,9000,Petrol,Automatic,First,13.5 kmpl,1999 CC,246.74 bhp,5,53.72 Lakh,34.5
Mini Cooper Convertible S,Mumbai,2016,15000,Petrol,Automatic,First,16.82 kmpl,1998 CC,189.08 bhp,4,44.28 Lakh,35
Mini Clubman Cooper S,Pune,2017,8350,Petrol,Manual,First,13.8 kmpl,1998 CC,192 bhp,5,44.59 Lakh,35
Mercedes-Benz C-Class Progressive C 220d,Ahmedabad,2019,4000,Diesel,Automatic,First,NaN kmpl,1950 CC,194 bhp,5,49.14 Lakh,35
BMW 3 Series Luxury Line,Ahmedabad,2016,27000,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5,55.07 Lakh,35
BMW 3 Series Luxury Line,Bangalore,2017,21000,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5,62.07 Lakh,35
Audi A6 35 TDI Matrix,Chennai,2015,20000,Diesel,Automatic,First,18.53 kmpl,1968 CC,187.74 bhp,5,67.67 Lakh,35.5
Mini Cooper Convertible S,Kochi,2017,26327,Petrol,Automatic,First,16.82 kmpl,1998 CC,189.08 bhp,4,44.28 Lakh,35.67
Mercedes-Benz C-Class Progressive C 220d,Coimbatore,2019,15369,Diesel,Automatic,First,NaN kmpl,1950 CC,194 bhp,5,49.14 Lakh,35.67
Toyota Fortuner 2.8 2WD MT,Coimbatore,2019,56251,Diesel,Manual,First,14.24 kmpl,2755 CC,174.5 bhp,7,37.17 Lakh,35.82
BMW 3 Series Luxury Line,Coimbatore,2017,34232,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5,55.07 Lakh,35.84
Mini Cooper Convertible S,Kochi,2017,20469,Petrol,Automatic,First,16.82 kmpl,1998 CC,189.08 bhp,4,44.28 Lakh,35.98
BMW 3 Series Luxury Line,Bangalore,2016,19235,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5,62.07 Lakh,36.5
BMW X1 sDrive 20d xLine,Coimbatore,2019,15456,Diesel,Automatic,First,20.68 kmpl,1995 CC,190 bhp,5,48.18 Lakh,36.64
Land Rover Discovery SE 3.0 TD6,Delhi,2016,59000,Diesel,Automatic,First,18.0 kmpl,2993 CC,255 bhp,7,1.13 Cr,36.75
Audi RS5 Coupe,Mumbai,2013,23000,Petrol,Automatic,First,11.05 kmpl,2894 CC,444 bhp,4,1.28 Cr,37
BMW 5 Series 520d Luxury Line,Kochi,2018,32586,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5,67.87 Lakh,37.3
BMW 3 Series Luxury Line,Kochi,2018,21936,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5,58.67 Lakh,37.92
Jaguar XE 2.0L Diesel Prestige,Hyderabad,2017,4000,Diesel,Automatic,First,13.6 kmpl,1999 CC,177 bhp,5,53.41 Lakh,38
Mercedes-Benz New C-Class Progressive C 200,Kochi,2019,13190,Petrol,Automatic,First,NaN kmpl,1950 CC,181.43 bhp,5,49.49 Lakh,38.99
Mercedes-Benz C-Class Progressive C 220d,Mumbai,2018,8682,Diesel,Automatic,First,NaN kmpl,1950 CC,194 bhp,5,52.26 Lakh,39.5
Audi A6 35 TDI Matrix,Coimbatore,2017,36824,Diesel,Automatic,First,18.53 kmpl,1968 CC,187.74 bhp,5,69.37 Lakh,39.84
Jaguar XE 2.0L Diesel Prestige,Delhi,2018,1000,Diesel,Automatic,First,13.6 kmpl,1999 CC,177 bhp,5,52.77 Lakh,40
Audi RS5 Coupe,Mumbai,2013,23312,Petrol,Automatic,First,11.05 kmpl,2894 CC,444 bhp,4,1.28 Cr,40.5
Audi A6 35 TFSI Matrix,Delhi,2018,22000,Petrol,Automatic,First,15.26 kmpl,1798 CC,187.74 bhp,5,56.97 Lakh,41.5
Land Rover Discovery Sport TD4 HSE 7S,Mumbai,2017,40000,Diesel,Automatic,First,12.81 kmpl,1999 CC,148.31 bhp,7,66.39 Lakh,41.5
Land Rover Discovery HSE Luxury 3.0 TD6,Mumbai,2017,35000,Diesel,Automatic,First,18.0 kmpl,2993 CC,255 bhp,7,1.27 Cr,41.6
Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Hyderabad,2016,52000,Diesel,Automatic,First,15.68 kmpl,1999 CC,177 bhp,5,74.49 Lakh,42
Audi A4 35 TDI Technology,Hyderabad,2017,14000,Diesel,Automatic,First,18.25 kmpl,1968 CC,187.74 bhp,5,55.61 Lakh,43
BMW 7 Series 730Ld Eminence,Kochi,2015,29966,Diesel,Automatic,Second,16.77 kmpl,2993 CC,261.49 bhp,5,1.4 Cr,43.6
Mercedes-Benz GLC 220d 4MATIC Sport,Mumbai,2017,25000,Diesel,Automatic,First,17.9 kmpl,2143 CC,170 bhp,5,64.14 Lakh,45
Mercedes-Benz GLC 220d 4MATIC Style,Mumbai,2017,24000,Diesel,Automatic,First,17.9 kmpl,2143 CC,170 bhp,5,59.77 Lakh,46.95
BMW 5 Series 530d M Sport,Hyderabad,2016,27000,Diesel,Automatic,First,18.59 kmpl,2993 CC,265 bhp,5,78.31 Lakh,48
Mercedes-Benz E-Class E400 Cabriolet,Kolkata,2015,7501,Petrol,Automatic,First,10.0 kmpl,2996 CC,333 bhp,4,87.57 Lakh,48
Mercedes-Benz GLC 220d 4MATIC Style,Mumbai,2018,10003,Diesel,Automatic,First,17.9 kmpl,2143 CC,170 bhp,5,59.77 Lakh,48.5
Mercedes-Benz GLE 250d,Hyderabad,2016,50000,Diesel,Automatic,First,17.9 kmpl,2143 CC,201.15 bhp,5,79.43 Lakh,49
Mercedes-Benz GLC 220d 4MATIC Style,Coimbatore,2019,29311,Diesel,Automatic,First,17.9 kmpl,2143 CC,170 bhp,5,64.57 Lakh,50.97
Mercedes-Benz E-Class E 220 d,Kochi,2018,20446,Petrol,Automatic,First,12.6 kmpl,1950 CC,191.34 bhp,5,86.97 Lakh,51.35
Mercedes-Benz E-Class E 220 d,Kochi,2018,26405,Petrol,Automatic,First,12.6 kmpl,1950 CC,191.34 bhp,5,86.97 Lakh,51.43
Jaguar XF 2.0 Diesel Portfolio,Hyderabad,2017,21000,Diesel,Automatic,First,19.33 kmpl,1999 CC,177 bhp,5,72.64 Lakh,52
Mercedes-Benz SLC 43 AMG,Kolkata,2017,13372,Petrol,Automatic,First,19.0 kmpl,2996 CC,362.07 bhp,2,95.04 Lakh,54
Mercedes-Benz GLS 350d 4MATIC,Pune,2017,129000,Diesel,Automatic,First,11.0 kmpl,2987 CC,258 bhp,7,1 Cr,56
Mercedes-Benz GLE 250d,Mumbai,2016,21000,Diesel,Automatic,First,17.9 kmpl,2143 CC,201.15 bhp,5,78.76 Lakh,56
Land Rover Discovery Sport TD4 HSE 7S,Coimbatore,2019,24013,Diesel,Automatic,First,12.81 kmpl,1999 CC,148.31 bhp,7,69.22 Lakh,56.14
Mercedes-Benz E-Class E 220 d,Mumbai,2018,11000,Diesel,Automatic,First,16.1 kmpl,1950 CC,194 bhp,5,70.55 Lakh,56.5
Mercedes-Benz GLE 250d,Kochi,2017,25601,Diesel,Automatic,First,17.9 kmpl,2143 CC,201.15 bhp,5,78.76 Lakh,56.73
Ford Mustang V8,Kochi,2018,21290,Petrol,Automatic,First,13.0 kmpl,4951 CC,395 bhp,4,83.92 Lakh,56.8
Mercedes-Benz GLE 250d,Hyderabad,2017,29000,Diesel,Automatic,First,17.9 kmpl,2143 CC,201.15 bhp,5,79.43 Lakh,57
Mercedes-Benz GLE 350d,Coimbatore,2018,30706,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5,95.13 Lakh,59.29
Mercedes-Benz GLE 350d,Coimbatore,2018,29277,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5,95.13 Lakh,59.65
Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Kochi,2018,31427,Diesel,Automatic,First,15.68 kmpl,1999 CC,177 bhp,5,75.12 Lakh,59.72
Mercedes-Benz GLE 350d,Bangalore,2016,28541,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5,95.13 Lakh,60.75
BMW X3 xDrive 20d Luxury Line,Mumbai,2018,1400,Diesel,Automatic,First,18.56 kmpl,1995 CC,190 bhp,5,70.55 Lakh,61.25
Mercedes-Benz GLE 350d,Coimbatore,2017,29819,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5,95.13 Lakh,61.29
Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,97430,Diesel,Automatic,First,14.75 kmpl,2967 CC,245 bhp,7,1.04 Cr,62.67
Land Rover Range Rover Sport SE,Delhi,2014,47000,Diesel,Automatic,Second,12.65 kmpl,2993 CC,255 bhp,5,1.39 Cr,64.75
Mercedes-Benz GLE 350d,Coimbatore,2017,33552,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5,95.13 Lakh,64.87
Mercedes-Benz GLE 350d,Mumbai,2017,19863,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5,91.23 Lakh,64.95
Mercedes-Benz GLE 350d,Chennai,2016,29000,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5,92.79 Lakh,65
Audi Q7 45 TDI Quattro Technology,Mumbai,2016,20002,Diesel,Automatic,First,14.75 kmpl,2967 CC,245 bhp,7,1.04 Cr,67
Audi Q7 45 TDI Quattro Technology,Pune,2017,59500,Diesel,Automatic,First,14.75 kmpl,2967 CC,245 bhp,7,99.92 Lakh,68
Land Rover Range Rover Sport HSE,Kochi,2015,38467,Diesel,Automatic,First,12.65 kmpl,2993 CC,255 bhp,5,1.6 Cr,70.66
Mercedes-Benz GLE 350d,Coimbatore,2018,40129,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5,95.13 Lakh,70.8
Mercedes-Benz GLC 43 AMG Coupe,Coimbatore,2018,22397,Petrol,Automatic,First,11.5 kmpl,2996 CC,367 bhp,5,95.38 Lakh,70.99
Audi Q7 45 TDI Quattro Premium Plus,Kochi,2019,6773,Diesel,Automatic,First,14.75 kmpl,2967 CC,245 bhp,7,91.38 Lakh,72.94
Mercedes-Benz E-Class E 350 d,Coimbatore,2019,9312,Diesel,Automatic,First,18.0 kmpl,2987 CC,258 bhp,5,92.5 Lakh,78.8
Mercedes-Benz GLS 350d Grand Edition,Delhi,2018,6000,Diesel,Automatic,First,11.0 kmpl,2987 CC,258 bhp,7,1.02 Cr,79
Mercedes-Benz SLC 43 AMG,Coimbatore,2019,2526,Petrol,Automatic,First,19.0 kmpl,2996 CC,362.07 bhp,2,1.06 Cr,83.96
Land Rover Range Rover Sport SE,Kochi,2019,26013,Diesel,Automatic,First,12.65 kmpl,2993 CC,255 bhp,5,1.39 Cr,97.07
Land Rover Range Rover 3.0 Diesel LWB Vogue,Hyderabad,2017,25000,Diesel,Automatic,First,13.33 kmpl,2993 CC,255 bhp,5,2.3 Cr,160
